"","ticker","calendardate","revenue","cor","rnd","ebit","netinc","epsdil","ncfo","ncfi","capex","ncfdiv","intangibles","debt","de","pe","pb","fcfps","assets","netmargin","marketcap","dps","ln_returns"
"55940","AAC",20141231,-0.217284607475412,-0.190420960963862,-0.136405350068117,-0.165509847886083,-0.128221893229388,-0.00724004444976424,-0.143135191984324,0.0254525974952435,0.15446263293714,0.181867395351575,-0.188237296264847,-0.0619390432360227,-0.000494644328397586,0.0654633543243836,0.0110794409745865,-0.00753064117886756,-0.111894657173008,0.0077014726423746,-0.21852500768816,-0.0406890432766202,0.260959002311027
"67256","AAC",20150930,-0.212366072890385,-0.190420960963862,-0.136405350068117,-0.164824984057268,-0.129986826125581,-0.00724017345006826,-0.1463510051843,-0.00286665507763526,0.139024193339799,0.184837962713686,-0.171522812796836,-0.0603303369209901,0.00098501865801561,0.0295106150211688,0.00405586972678869,-0.0166856312121512,-0.110409845553846,0.00769356599910564,-0.218936244913567,-0.0406890432766202,-0.328527637701905
"71016","AAC",20151231,-0.212144561137818,-0.190420960963862,-0.136405350068117,-0.169348525282753,-0.133908029588963,-0.0072404056506155,-0.14513559654213,0.0211639672438036,0.138861651764784,0.184837962713686,-0.170557769752457,-0.0599222093839775,0.00133174565632437,0.0267082348754439,-0.000109554608610488,-0.0153591979971016,-0.110152357612548,0.00768681642558337,-0.225311981271734,-0.0406890432766202,-999
"26","ABT",20110331,1.97438772483444,1.07182673813173,7.27691629504863,1.72726614103359,1.5554379954509,-0.00723903824739285,2.00241778067705,-0.843091448868709,-1.01418119113531,-4.54020865812668,4.78026733757696,0.262720448515319,0.00184189811880415,-6.82862011917614e-05,-0.00483524069672418,0.0217029065410496,0.518103817528008,0.00770378678186795,1.56517671678795,0.0292030296984814,-0.0740682888266667
"3762","ABT",20110630,2.11446129011913,1.07558471369548,8.13250795267185,2.65654192146933,3.66663428969451,-0.00723728384325812,2.52789084253925,0.104786963475261,-0.957424081163099,-4.99920967364625,4.72160278809457,0.252972164322882,0.00150621338158802,-0.00161208984210167,-0.00568375306134253,0.0301296587307766,0.521718338561866,0.00772422834739255,1.43852553606386,0.0292030296984814,0.0893874692242356
"7479","ABT",20110930,2.16323623067838,1.10920271460858,7.90818804266005,0.807173477644956,0.45844610617947,-0.00723996704958182,3.11666768387304,0.402140817027794,-1.19533076646133,-5.00764470329541,4.46781525800717,0.227042726920154,0.0016674303935405,-4.00458906873107e-05,-0.00471344466352537,0.0379842240434233,0.497380360789626,0.00769125185961229,1.59721819513734,0.0292030296984814,0.0517113717457648
"11201","ABT",20111231,2.29974296990772,1.06492245157942,9.03946857487596,3.08044761364922,3.03244420020823,-0.00723779984447422,1.35114138017708,0.54298235356686,-0.661772996325896,-5.01082251954325,4.23864839289927,0.204420412302181,0.00176239383893717,0.000149164189692502,-0.00425061973736991,0.0132761543513226,0.504025153725204,0.00771535747933471,1.71300559055894,0.0292030296984814,0.108528504968469
"15036","ABT",20120331,2.07559741826046,1.02797594867861,7.87675473022456,2.39261916880785,2.2956649402703,-0.00723844484599434,2.23074372194026,-1.86831834409619,-1.19934915539922,-5.05543629634445,4.23875803337377,0.225754930897957,0.00173147550787779,0.000425919232636108,-0.0037512560012548,0.023835603082894,0.525933937938121,0.00771053635539022,1.93877718849469,0.0322418154800075,0.0533537638024813
"18744","ABT",20120630,2.16090792308134,0.999317337224778,7.91818774027895,3.15974952873146,3.23974359128833,-0.00723767084417019,2.06188843043269,0.287334313757345,-1.1144241924826,-5.39004653064965,4.00513779974757,0.250685334412841,0.0018949009720488,0.0012881900467053,-0.00304889887647502,0.0217029065410496,0.520238730374725,0.00771921437849029,2.05240329854311,0.0322418154800075,-0.0231179873029189
"22477","ABT",20120930,2.15266598194928,1.01919578173131,9.13970458766139,2.9938655022497,3.66668125021503,-0.00723733544337973,3.61337465050837,-0.173962659286288,-1.43237658341781,-5.37913833096413,4.06171676674498,0.219396122096577,0.00148633731162128,-0.00122896296292464,-0.0039380099188263,0.0438361352862893,0.534557878777966,0.00772364981251922,2.0161052187188,0.0322418154800075,0.125032022702295
